patient_id,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001511,H413,H413,H413_UPPER_AERODIGESTIVE_TRACT,,,Female,Sigma-Aldrich,2.0,-4.462966509558053,Adherent,DMEM:HAMS F12 (1:1 mix) + 10%FBS + 2mM Glutamine + 0.5 ug/ml sodium hydrocortisone succinate,91.4,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, buccal mucosa",53,,,upper_aerodigestive,upper_aerodigestive_squamous,buccal_mucosa,
ACH-001512,HAC-2,HAC2,HAC2_OVARY,,,Female,JCRB,,,,,,,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",,,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-001513,HCA-1,HCA1,HCA1_CERVIX,,,Female,JCRB,2.0,-4.425619501985579,Adherent,EMEM + 10% FBS,87.4,,,cervix,Metastasis,Cervical Cancer,Endocervical Adenocarcinoma,,,,cervix,cervical_adenocarcinoma,endocervical,
ACH-001514,HCC1008,HCC1008,HCC1008_BREAST,,,Female,ATCC,,,,,,CVCL_1244,,lymph_node,Metastasis,Breast Cancer,Breast Ductal Carcinoma,67,,,breast,breast_ductal_carcinoma,ERpos_HER2pos,
ACH-001515,HCS-2,HCS2,HCS2_CERVIX,,,Female,JCRB,2.0,-3.922437641497907,Adherent,EMEM + 15% FBS,97.0,,,cervix,Metastasis,Cervical Cancer,Squamous Cell Carcinoma,42,,,cervix,cervical_squamous,,
ACH-001516,HCSC-1,HCSC1,HCSC1_CERVIX,,,Female,JCRB,,,,,,,,ascites,Primary,Cervical Cancer,Endocervical Carcinoma,48,,,cervix,cervical_carcinoma,endocervical,
ACH-001517,HEC-1,HEC1,HEC1_ENDOMETRIUM,,907051.0,Female,JCRB,2.0,-3.7593289100450535,Adherent,EMEM + 10% FBS,97.0,CVCL_1274,474.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,71,SIDM00596,,uterus,endometrial_adenocarcinoma,,
ACH-001518,HEC-116,HEC116,HEC116_ENDOMETRIUM,,,Female,JCRB,1.0,-3.589233784295063,Adherent,EMEM + 15% FBS,81.0,,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,
ACH-001519,H-EMC-SS,HEMCSS,HEMCSS_BONE,,907290.0,Female,Sigma-Aldrich,,,,,,CVCL_1238,1921.0,soft_tissue,Primary,Bone Cancer,Chondrosarcoma,77,SIDM00535,,bone,chondrosarcoma,,
ACH-001520,HG-3,HG3,HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-3.185992824413627,Mixed,RPMI 1640 + 10% FBS,84.9,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"B-cell, unspecified",70,,,blood,unspecified_leukemia,b_cell,
ACH-001521,HKA-1,HKA1,HKA1_SKIN,,,Female,JCRB,1.0,-2.925944326835892,Adherent,DMEM + 20% FBS,77.1,CVCL_2943,,skin,Primary,Skin Cancer,Squamous Cell Carcinoma,77,,,skin,skin_squamous,keratoacanthoma,
ACH-001522,HMY-1,HMY1,HMY1_SKIN,,,Male,JCRB,2.0,-4.032773007748635,Adherent,DMEM + 10% FBS,85.5,CVCL_2950,,lymph_node,Metastasis,Skin Cancer,Melanoma,62,,,skin,melanoma,,
ACH-001523,HSC-1,HSC1,HSC1_SKIN,,,Male,JCRB,2.0,-3.961282570589064,Adherent,DMEM + 20% FBS,85.4,CVCL_2807,,skin,Primary,Skin Cancer,Squamous Cell Carcinoma,75,,,skin,skin_squamous,,
ACH-001524,HSC-5,HSC5,HSC5_SKIN,,,Male,JCRB,2.0,-3.8502822726897454,Adherent,IMDM + 10% FBS,89.2,CVCL_0314,,skin,Primary,Skin Cancer,Squamous Cell Carcinoma,75,,,skin,skin_squamous,,
ACH-001525,HT-3,HT3,HT3_CERVIX,,907068.0,Female,ATCC,1.0,-2.958586990561124,Adherent,McCoy's 5a Medium Modified +10% FBS,95.0,CVCL_1293,1393.0,lymph_node,Metastasis,Cervical Cancer,Carcinoma,59,SIDM00679,,cervix,cervical_carcinoma,,
ACH-001526,HuO9,HUO9,HUO9_BONE,,907072.0,Female,JCRB,2.0,-2.9291253085769244,Adherent,RPMI 1640 + 10% FBS,54.4,CVCL_1298,330.0,bone,Primary,Bone Cancer,Osteosarcoma,13,SIDM00599,,bone,osteosarcoma,,
ACH-001527,I83-E95,I83E95,I83E95_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",75,,,blood,CLL,b_cell,
ACH-001528,IHH-4,IHH4,IHH4_THYROID,,1240154.0,Male,JCRB,2.0,-3.5725758210036918,Adherent,RPMI 1640:DMEM (1:1 mix) + 10% FBS,92.3,CVCL_2960,331.0,lymph_node,Metastasis,Thyroid Cancer,"Carcinoma, papillary",75,SIDM00600,,thyroid,thyroid_carcinoma,papillary,
ACH-001529,JAR,JAR,JAR_PLACENTA,,907175.0,Male,ATCC,2.0,-4.264929298649961,Adherent,RPMI 1640 + 10% FBS,97.8,CVCL_0360,633.0,Placenta,Primary,Endometrial/Uterine Cancer,Choriocarcinoma,0,SIDM01039,,uterus,choriocarcinoma,,
ACH-001530,JEG-3,JEG3,JEG3_PLACENTA,,907176.0,Male,ATCC,1.0,-3.590270456207569,Adherent,EMEM + 10% FBS,95.1,CVCL_0363,1195.0,central_nervous_system,Metastasis,Endometrial/Uterine Cancer,Choriocarcinoma,,SIDM01218,,uterus,choriocarcinoma,,
ACH-001531,JIM3,JIM3,JIM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Sigma-Aldrich,,,,,,,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,,,,plasma_cell,multiple_myeloma,,
ACH-001532,JMU-RTK-2,JMURTK2,JMURTK2_SOFT_TISSUE,,,Female,JCRB,2.0,-3.720244124179613,Adherent,DMEM + 10% FBS,69.5,CVCL_4W58,,central_nervous_system,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,1,,,kidney,malignant_rhabdoid_tumor,,
ACH-001533,KARPAS 1718,KARPAS1718,KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Sigma-Aldrich,2.0,-3.888517519205396,Suspension,RPMI 1640 + 10% FBS + 2mM Glutamine,56.0,,,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,Splenic,,,,lymphocyte,non_hodgkin_lymphoma,splenic_lymphoma,
ACH-001534,KARPAS 417,KARPAS417,KARPAS417_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Sigma-Aldrich,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,56,,,plasma_cell,multiple_myeloma,,
ACH-001535,KHOS-312H,KHOS312H,KHOS312H_BONE,,,Female,ATCC,,,,,,,,bone,Primary,Bone Cancer,Osteosarcoma,13,,,bone,osteosarcoma,,
ACH-001536,KKU-100,KKU100,KKU100_BILIARY_TRACT,,,Female,JCRB,2.0,-2.4295534145357336,Adherent,DMEM + 10% FBS,64.1,CVCL_3996,,liver,Primary,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",65,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001537,KKU-055,KKU055,KKU055_BILIARY_TRACT,KKU-M055,,Male,JCRB,,,,,,,,biliary_tract,Primary,Bile Duct Cancer,Cholangiocarcinoma,56,,,bile_duct,cholangiocarcinoma,,
ACH-001538,KKU-213,KKU213,KKU213_BILIARY_TRACT,KKU-M213,,Male,JCRB,2.0,-3.752433752390005,Adherent,DMEM + 10% FBS,79.1,CVCL_M261,,biliary_tract,Primary,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",58,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001539,KML-1,KML1,KML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,JCRB,2.0,-2.5529941493241326,Suspension,RPMI 1640 + 20% FBS,60.0,,,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",28,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001540,KMLS-1,KMLS1,KMLS1_SOFT_TISSUE,,,Unknown,JCRB,,,,,,CVCL_2980,,soft_tissue,Primary,Liposarcoma,,,,,soft_tissue,liposarcoma,,
ACH-001541,KMS-28PE,KMS28PE,KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,JCRB,,,,,,CVCL_2995,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,77,,,plasma_cell,multiple_myeloma,,
ACH-001542,KON,KON,KON_UPPER_AERODIGESTIVE_TRACT,,1298215.0,Male,JCRB,2.0,-4.488770997433014,Adherent,DMEM + 10% FBS,92.4,CVCL_3001,314.0,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,76,SIDM00604,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001543,KOSC-2,KOSC2,KOSC2CL343_UPPER_AERODIGESTIVE_TRACT,KOSC-2,753570.0,Male,JCRB,1.0,-4.202218705277821,Adherent,RPMI 1640 + 10% FBS,93.1,CVCL_1337,315.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",51,SIDM00603,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-001544,KYAE-1,KYAE1,KYAE1_OESOPHAGUS,,1503368.0,Male,,,,,,,CVCL_1825,1624.0,pleural_effusion,Metastasis,Esophageal Cancer,Adenocarcinoma,,SIDM00530,,esophagus,esophagus_adenocarcinoma,,
ACH-001545,LI90,LI90,LI90_LIVER,,,Female,JCRB,,,,,,,,liver,Primary,Liver Cancer,Epithelioid Hemangioendothelioma,55,,,liver,epithelioid_hemangioendothelioma,,
ACH-001546,LIM1215,LIM1215,LIM1215_LARGE_INTESTINE,,,Male,Sigma-Aldrich,,,,,,CVCL_2574,,stomach,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00014,,colorectal,colorectal_adenocarcinoma,,
ACH-001547,LO68,LO68,LO68_LUNG,,,Male,Sigma-Aldrich,2.0,-3.600759018254564,Adherent,RPMI 1640 + 5% FBS (with 2mM L-Glutamine+25mM HEPES),71.0,,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,lung,mesothelioma,,
ACH-001548,LS,LS,LS_AUTONOMIC_GANGLIA,,,Female,DSMZ,2.0,-2.12762695156,Adherent,RPMI 1640 + 10% FBS,73.1,CVCL_2105,,autonomic_ganglia,Metastasis,Neuroblastoma,,1.3,,,peripheral_nervous_system,neuroblastoma,,
ACH-001549,Lu-135,LU135,LU135_LUNG,,713899.0,Male,JCRB,2.0,-4.230912097499006,Suspension,RPMI 1640 + 10% FBS,96.2,CVCL_1389,207.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM00294,,lung,SCLC,,
ACH-001550,MCC13,MCC13,MCC13_SKIN,,,Female,Sigma-Aldrich,2.0,-3.1213333729273214,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),57.0,CVCL_2583,,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,SIDM00007,,skin,merkel_cell_carcinoma,,
ACH-001551,MCC14/2,MCC142,MCC142_SKIN,,,Male,Sigma-Aldrich,2.0,-4.696968730008884,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),89.3,CVCL_2584,,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,80,,,skin,merkel_cell_carcinoma,,
ACH-001552,MCC26,MCC26,MCC26_SKIN,,,Female,Sigma-Aldrich,2.0,-2.6522077432189457,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),50.7,CVCL_2585,,skin,Primary,Skin Cancer,Merkel Cell Carcinoma,,SIDM00006,,skin,merkel_cell_carcinoma,,
ACH-001553,MEG-A2,MEGA2,MEGA2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Chronic Myelogenous Leukemia (CML),24,,,blood,CML,,
ACH-001554,mel-202,MEL202,MEL202_UVEA,,,Female,ECACC,2.0,-4.7490071380744165,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine,73.2,CVCL_C301,,uvea,Primary,Eye Cancer,Uveal Melanoma,,,,eye,uveal_melanoma,,
ACH-001555,Mero-14,MERO14,MERO14_PLEURA,,,Male,Sigma-Aldrich,2.0,-2.4634093621712534,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,85.5,CVCL_2590,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60,,,lung,mesothelioma,,
ACH-001556,Mero-25,MERO25,MERO25_PLEURA,,,Male,Sigma-Aldrich,2.0,-3.275416382708347,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,93.2,CVCL_2591,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60,,,lung,mesothelioma,,
ACH-001557,Mero-41,MERO41,MERO41_PLEURA,,,Male,Sigma-Aldrich,1.0,-3.3669580361348825,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,92.0,CVCL_2592,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60,,,lung,mesothelioma,,
ACH-001558,Mero-48a,MERO48A,MERO48A_PLEURA,,,Male,Sigma-Aldrich,2.0,-2.1452826185873666,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,73.0,CVCL_2593,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,lung,mesothelioma,,
ACH-001559,Mero-82,MERO82,MERO82_PLEURA,,,Unknown,Sigma-Aldrich,1.0,-2.843842049319767,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,91.2,CVCL_2594,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,lung,mesothelioma,,
ACH-001560,Mero-83,MERO83,MERO83_PLEURA,,,Male,Sigma-Aldrich,1.0,-3.6637295129404968,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,62.9,CVCL_2595,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,lung,mesothelioma,,
ACH-001561,Mero-84,MERO84,MERO84_PLEURA,,,Male,Sigma-Aldrich,,,,,,CVCL_2596,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,lung,mesothelioma,,
ACH-001562,Mero-95,MERO95,MERO95_PLEURA,,,Male,Sigma-Aldrich,2.0,-4.132762339969671,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,80.0,CVCL_2597,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,,lung,mesothelioma,,
ACH-001563,MM127,MM127,MM127_SKIN,,,Male,Sigma-Aldrich,2.0,-3.566818728847423,Adherent,RPMI 1640 + 10% FBS (with 2 mM L-Glutamine + 25 mM HEPES),63.2,CVCL_2601,,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",,,,skin,melanoma,amelanotic,
ACH-001564,MM138,MM138,MM138_SKIN,,,Female,,,,,,,,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-001565,MM170,MM170,MM170_SKIN,,,Male,Sigma-Aldrich,,,,,,,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-001566,MM370,MM370,MM370_SKIN,,,Male,Sigma-Aldrich,1.0,-4.182267044484648,Adherent,RPMI 1640 + 10% FBS (with 2 mM L-Glutamine + 25 mM HEPES),84.2,CVCL_2605,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-001567,MM383,MM383,MM383_SKIN,,,Male,Sigma-Aldrich,2.0,-4.009685310666828,Adherent,RPMI 1640 (with 2 mM L-Glutamine + 25 mM HEPES) + 10% FBS,87.4,CVCL_2606,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-001568,MM386,MM386,MM386_SKIN,,,Male,Sigma-Aldrich,2.0,-4.637695185151879,Adherent,RPMI 1640 + 10% FBS (with 2 mM L-Glutamine + 25 mM HEPES),89.5,CVCL_2607,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-001569,MM415,MM415,MM415_SKIN,,,Male,Sigma-Aldrich,,,,,,CVCL_2608,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-001570,MM426,MM426,MM426_SKIN,,,Male,Sigma-Aldrich,2.0,-4.097916347521405,Adherent,RPMI 1640 + 10% FBS (with 2 mM L-Glutamine + 25 mM HEPES),55.5,CVCL_2609,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-001571,Mo [Mo T],MO,MO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Hairy Cell,,,,blood,hairy_cell_leukemia,,
ACH-001572,Mo-B,MOB,MOB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Hairy Cell,33,,,blood,hairy_cell_leukemia,,
ACH-001573,MOLM-1,MOLM1,MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,0.0,-0.0203082392715036,Suspension,RPMI 1640 + 20% FBS,56.6,CVCL_2118,,bone_marrow,Metastasis,Leukemia,Chronic Myelogenous Leukemia (CML),41,,,blood,CML,,
ACH-001574,MOLM-14,MOLM14,MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-2.9835872632217715,Suspension,RPMI 1640 + 20% FBS,66.0,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),20,SIDM00436,,blood,AML,,
ACH-001575,MOLM-20,MOLM20,MOLM20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Chronic Neutrophilic Leukemia (CNL),63,,,blood,CNL,,
ACH-001576,MUTZ-2,MUTZ2,MUTZ2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),62,,,blood,AML,,
ACH-001577,MUTZ-8,MUTZ8,MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2.0,-2.956300227679674,Suspension,alpha-MEM + 20% FBS + 10 ng/ml GM-CSF or 20% vol conditioned medium of cell line 5637 (DSM ACC 35),84.0,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),63,,,blood,AML,,
ACH-001578,NCCIT,NCCIT,NCCIT_TESTIS,,908441.0,Male,ATCC,,,,,,CVCL_1451,1098.0,lung,Primary,Embryonal Cancer,Carcinoma,,SIDM00655,,embryo,embryo_carcinoma,,
ACH-001579,NCC-OvC-K119,NCCOVCK119,NCCOVCK119_OVARY,,,Female,JCRB,,,,,,,,ovary,Primary,Ovarian Cancer,Carcinoma,52,,,ovary,ovary_carcinoma,,
ACH-001580,NCC-RbC-39,NCCRBC39,NCCRBC39_AUTONOMIC_GANGLIA,,,Male,JCRB,,,,,,,,autonomic_ganglia,Metastasis,Eye Cancer,Retinoblastoma,3,,,eye,retinoblastoma,,
ACH-001581,NCC-RbC-51,NCCRBC51,NCCRBC51_AUTONOMIC_GANGLIA,,,Male,JCRB,,,,,,,,autonomic_ganglia,Metastasis,Eye Cancer,Retinoblastoma,5,,,eye,retinoblastoma,,
ACH-001582,NCC-RbC-53,NCCRBC53,NCCRBC53_AUTONOMIC_GANGLIA,,,Female,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,4,,,eye,retinoblastoma,,
ACH-001583,NCC-RbC-54,NCCRBC54,NCCRBC54_AUTONOMIC_GANGLIA,,,Female,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,1,,,eye,retinoblastoma,,
ACH-001584,NCC-RbC-56,NCCRBC56,NCCRBC56_AUTONOMIC_GANGLIA,,,Male,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,3,,,eye,retinoblastoma,,
ACH-001585,NCC-RbC-57,NCCRBC57,NCCRBC57_AUTONOMIC_GANGLIA,,,Female,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,2,,,eye,retinoblastoma,,
ACH-001586,NCC-RbC-59,NCCRBC59,NCCRBC59_AUTONOMIC_GANGLIA,,,Female,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,4,,,eye,retinoblastoma,,
ACH-001587,NCC-RbC-67,NCCRBC67,NCCRBC67_AUTONOMIC_GANGLIA,,,Female,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,1,,,eye,retinoblastoma,,
ACH-001588,NCC-RbC-83,NCCRBC83,NCCRBC83_AUTONOMIC_GANGLIA,,,Male,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,4,,,eye,retinoblastoma,,
ACH-001589,NCC-RbC-92,NCCRBC92,NCCRBC92_AUTONOMIC_GANGLIA,,,Female,JCRB,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,1,,,eye,retinoblastoma,,
ACH-001590,NCC-RbC-T1,NCCRBCT1,NCCRBCT1_AUTONOMIC_GANGLIA,,,Male,JCRB,,,,,,,,autonomic_ganglia,Metastasis,Eye Cancer,Retinoblastoma,1.5,,,eye,retinoblastoma,,
ACH-001591,NCI-H1417,NCIH1417,NCIH1417_LUNG,H1417,688001.0,Female,ATCC,,,,,,CVCL_1469,423.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00642,,lung,SCLC,,
ACH-001592,NCI-H1522,NCIH1522,NCIH1522_LUNG,H1522,,Male,,,,,,,,,pleural_effusion,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),53,,,lung,SCLC,,
ACH-001593,NCI-H1672,NCIH1672,NCIH1672_LUNG,H1672,,Male,ATCC,,,,,,,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),58,,,lung,SCLC,,
ACH-001594,NCI-H2107,NCIH2107,NCIH2107_LUNG,H2107,,Male,,,,,,,,,bone_marrow,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),36,,,lung,SCLC,,
ACH-001595,NCI-H2108,NCIH2108,NCIH2108_LUNG,H2108,,Male,,,,,,,,,bone_marrow,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),36,,,lung,SCLC,,
ACH-001596,NCI-H2195 ,NCIH2195,NCIH2195_LUNG,H2195,,Male,ATCC,,,,,,,,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,,,lung,SCLC,,
ACH-001597,NCI-H220,NCIH220,NCIH220_LUNG,H220,,Male,ATCC,,,,,,,,pleural_effusion,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),51,,,lung,SCLC,,
ACH-001598,NCI-H295R,NCIH295R,NCIH295R_AUTONOMIC_GANGLIA,H295R,,Female,ATCC,,,,,,,,autonomic_ganglia,Primary,Adrenal Cancer,Carcinoma,48,,,adrenal_cortex,adrenal_carcinoma,,
ACH-001599,NCI-H64,NCIH64,NCIH64_LUNG,H64,688026.0,Female,ATCC,,,,,,CVCL_1573,1371.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),48,SIDM01126,,lung,SCLC,,
ACH-001600,NCI-H711 ,NCIH711,NCIH711_LUNG,H711,,Male,,,,,,,,,bone_marrow,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),49,,,lung,SCLC,,
ACH-001601,NCI-H719,NCIH719,NCIH719_LUNG,H719,,Female,ATCC,,,,,,,,bone_marrow,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),55,,,lung,SCLC,,
ACH-001602,NCI-H865,NCIH865,NCIH865_LUNG,H865,,Female,ATCC,,,,,,,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,,,lung,SCLC,,
ACH-001603,NH-12,NH12,NH12_AUTONOMIC_GANGLIA,,908447.0,Male,JCRB,,,,,,CVCL_1605,1546.0,autonomic_ganglia,Primary,Neuroblastoma,,1,SIDM00577,,peripheral_nervous_system,neuroblastoma,,
ACH-001604,NJG,NJG,NJG_PLACENTA,,,Female,JCRB,,,,,,,,Placenta,Primary,Endometrial/Uterine Cancer,Choriocarcinoma,,,,uterus,choriocarcinoma,,
ACH-001605,no.10,NO10,NO10_CENTRAL_NERVOUS_SYSTEM,ONDA10,908452.0,Male,JCRB,,,,,,CVCL_3075,36.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,62,SIDM00574,,central_nervous_system,glioma,glioblastoma,
ACH-001606,no.11,NO11,NO11_CENTRAL_NERVOUS_SYSTEM,ONDA11,908450.0,Female,JCRB,,,,,,CVCL_3076,1489.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,64,SIDM00573,,central_nervous_system,glioma,glioblastoma,
ACH-001607,NOZ,NOZ,NOZ_LIVER,,,Female,JCRB,2.0,-3.633045599593864,Adherent,Williams'E medium + 10% FBS,95.7,CVCL_3079,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,48,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001608,NP 2,NP2,NP2_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2.0,-4.41320672249446,Adherent,DMEM + 10% FBS,88.9,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63,,,central_nervous_system,glioma,glioblastoma,
ACH-001609,NP 3,NP3,NP3_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2.0,-4.092584752881457,Adherent,DMEM + 10% FBS,84.0,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,64,,,central_nervous_system,glioma,glioblastoma,
ACH-001610,NP 5,NP5,NP5_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2.0,-2.1738017572309185,Adherent,DMEM + 10% FBS,73.6,CVCL_1R17,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,27,,,central_nervous_system,glioma,glioblastoma,
ACH-001611,NP 8,NP8,NP8_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,1.0,-3.7069153991826567,Adherent,DMEM + 10% FBS,54.4,CVCL_4W66,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,38,,,central_nervous_system,glioma,glioblastoma,
ACH-001612,OCI-AML1,OCIAML1,OCIAML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),73,,,blood,AML,,
